Source,Target,Association
Simpfy_project_96010eb4/ds_simpfy_projects_vw/corp_initiative_name,Simpfy_project_96010eb4/26e9916ec1b8d2294cee/Visual5_slicer/simpfy_projects_vw_corp_initiative_name,core.DirectionalDataFlow
Simpfy_project_96010eb4/26e9916ec1b8d2294cee,Simpfy_project_96010eb4/26e9916ec1b8d2294cee/Visual6_slicer,custom.PowerBI.v3.SectionToVisual
Simpfy_project_96010eb4/26e9916ec1b8d2294cee/Visual6_slicer,Simpfy_project_96010eb4/26e9916ec1b8d2294cee/Visual6_slicer/simpfy_projects_vw_Enablers,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw,Simpfy_project_96010eb4/26e9916ec1b8d2294cee/Visual6_slicer,core.DataSetDataFlow
Simpfy_project_96010eb4/ds_simpfy_projects_vw/Enablers,Simpfy_project_96010eb4/26e9916ec1b8d2294cee/Visual6_slicer/simpfy_projects_vw_Enablers,core.DirectionalDataFlow
Simpfy_project_96010eb4/26e9916ec1b8d2294cee,Simpfy_project_96010eb4/26e9916ec1b8d2294cee/Visual7_slicer,custom.PowerBI.v3.SectionToVisual
Simpfy_project_96010eb4/26e9916ec1b8d2294cee/Visual7_slicer,Simpfy_project_96010eb4/26e9916ec1b8d2294cee/Visual7_slicer/simpfy_projects_vw_Pillars,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw,Simpfy_project_96010eb4/26e9916ec1b8d2294cee/Visual7_slicer,core.DataSetDataFlow
Simpfy_project_96010eb4/ds_simpfy_projects_vw/Pillars,Simpfy_project_96010eb4/26e9916ec1b8d2294cee/Visual7_slicer/simpfy_projects_vw_Pillars,core.DirectionalDataFlow
Simpfy_project_96010eb4,Simpfy_project_96010eb4/559834161b2ed9207434,custom.PowerBI.v3.ReportToSection
Simpfy_project_96010eb4/559834161b2ed9207434,Simpfy_project_96010eb4/559834161b2ed9207434/Visual1_slicer,custom.PowerBI.v3.SectionToVisual
Simpfy_project_96010eb4/559834161b2ed9207434/Visual1_slicer,Simpfy_project_96010eb4/559834161b2ed9207434/Visual1_slicer/simpfy_projects_vw_corp_initiative_name,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw,Simpfy_project_96010eb4/559834161b2ed9207434/Visual1_slicer,core.DataSetDataFlow
Simpfy_project_96010eb4/ds_simpfy_projects_vw/corp_initiative_name,Simpfy_project_96010eb4/559834161b2ed9207434/Visual1_slicer/simpfy_projects_vw_corp_initiative_name,core.DirectionalDataFlow
Simpfy_project_96010eb4/559834161b2ed9207434,Simpfy_project_96010eb4/559834161b2ed9207434/Visual2_slicer,custom.PowerBI.v3.SectionToVisual
Simpfy_project_96010eb4/559834161b2ed9207434/Visual2_slicer,Simpfy_project_96010eb4/559834161b2ed9207434/Visual2_slicer/simpfy_projects_vw_project_country,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw,Simpfy_project_96010eb4/559834161b2ed9207434/Visual2_slicer,core.DataSetDataFlow
Simpfy_project_96010eb4/ds_simpfy_projects_vw/project_country,Simpfy_project_96010eb4/559834161b2ed9207434/Visual2_slicer/simpfy_projects_vw_project_country,core.DirectionalDataFlow
Simpfy_project_96010eb4/559834161b2ed9207434,Simpfy_project_96010eb4/559834161b2ed9207434/Visual3_slicer,custom.PowerBI.v3.SectionToVisual
Simpfy_project_96010eb4/559834161b2ed9207434/Visual3_slicer,Simpfy_project_96010eb4/559834161b2ed9207434/Visual3_slicer/simpfy_projects_vw_segment_name,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw,Simpfy_project_96010eb4/559834161b2ed9207434/Visual3_slicer,core.DataSetDataFlow
Simpfy_project_96010eb4/ds_simpfy_projects_vw/segment_name,Simpfy_project_96010eb4/559834161b2ed9207434/Visual3_slicer/simpfy_projects_vw_segment_name,core.DirectionalDataFlow
Simpfy_project_96010eb4/559834161b2ed9207434,Simpfy_project_96010eb4/559834161b2ed9207434/Visual4_tableEx,custom.PowerBI.v3.SectionToVisual
Simpfy_project_96010eb4/559834161b2ed9207434/Visual4_tableEx,Simpfy_project_96010eb4/559834161b2ed9207434/Visual4_tableEx/simpfy_projects_vw_milestone_name,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw,Simpfy_project_96010eb4/559834161b2ed9207434/Visual4_tableEx,core.DataSetDataFlow
Simpfy_project_96010eb4/ds_simpfy_projects_vw/milestone_name,Simpfy_project_96010eb4/559834161b2ed9207434/Visual4_tableEx/simpfy_projects_vw_milestone_name,core.DirectionalDataFlow
Simpfy_project_96010eb4/559834161b2ed9207434/Visual4_tableEx,Simpfy_project_96010eb4/559834161b2ed9207434/Visual4_tableEx/simpfy_projects_vw_milestone_description,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw/milestone_description,Simpfy_project_96010eb4/559834161b2ed9207434/Visual4_tableEx/simpfy_projects_vw_milestone_description,core.DirectionalDataFlow
Simpfy_project_96010eb4/559834161b2ed9207434/Visual4_tableEx,Simpfy_project_96010eb4/559834161b2ed9207434/Visual4_tableEx/simpfy_projects_vw_segment_name,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw/segment_name,Simpfy_project_96010eb4/559834161b2ed9207434/Visual4_tableEx/simpfy_projects_vw_segment_name,core.DirectionalDataFlow
Simpfy_project_96010eb4/559834161b2ed9207434/Visual4_tableEx,Simpfy_project_96010eb4/559834161b2ed9207434/Visual4_tableEx/simpfy_projects_vw_project_name,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw/project_name,Simpfy_project_96010eb4/559834161b2ed9207434/Visual4_tableEx/simpfy_projects_vw_project_name,core.DirectionalDataFlow
Simpfy_project_96010eb4/559834161b2ed9207434/Visual4_tableEx,Simpfy_project_96010eb4/559834161b2ed9207434/Visual4_tableEx/simpfy_projects_vw_milestone_target_date,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw/milestone_target_date,Simpfy_project_96010eb4/559834161b2ed9207434/Visual4_tableEx/simpfy_projects_vw_milestone_target_date,core.DirectionalDataFlow
Simpfy_project_96010eb4/559834161b2ed9207434/Visual4_tableEx,Simpfy_project_96010eb4/559834161b2ed9207434/Visual4_tableEx/simpfy_projects_vw_start_year,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw/start_year,Simpfy_project_96010eb4/559834161b2ed9207434/Visual4_tableEx/simpfy_projects_vw_start_year,core.DirectionalDataFlow
Simpfy_project_96010eb4/559834161b2ed9207434/Visual4_tableEx,Simpfy_project_96010eb4/559834161b2ed9207434/Visual4_tableEx/simpfy_projects_vw_end_year,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw/end_year,Simpfy_project_96010eb4/559834161b2ed9207434/Visual4_tableEx/simpfy_projects_vw_end_year,core.DirectionalDataFlow
Simpfy_project_96010eb4/559834161b2ed9207434/Visual4_tableEx,Simpfy_project_96010eb4/559834161b2ed9207434/Visual4_tableEx/simpfy_projects_vw_general_impact_summary,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw/general_impact_summary,Simpfy_project_96010eb4/559834161b2ed9207434/Visual4_tableEx/simpfy_projects_vw_general_impact_summary,core.DirectionalDataFlow
Simpfy_project_96010eb4/559834161b2ed9207434/Visual4_tableEx,Simpfy_project_96010eb4/559834161b2ed9207434/Visual4_tableEx/simpfy_projects_vw_milestone_completion_date,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw/milestone_completion_date,Simpfy_project_96010eb4/559834161b2ed9207434/Visual4_tableEx/simpfy_projects_vw_milestone_completion_date,core.DirectionalDataFlow
Simpfy_project_96010eb4/559834161b2ed9207434/Visual4_tableEx,Simpfy_project_96010eb4/559834161b2ed9207434/Visual4_tableEx/simpfy_projects_vw_milestone_status,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw/milestone_status,Simpfy_project_96010eb4/559834161b2ed9207434/Visual4_tableEx/simpfy_projects_vw_milestone_status,core.DirectionalDataFlow
Simpfy_project_96010eb4/559834161b2ed9207434/Visual4_tableEx,Simpfy_project_96010eb4/559834161b2ed9207434/Visual4_tableEx/simpfy_projects_vw_milestone_reason_for_delay,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw,Simpfy_project_96010eb4/ds_simpfy_projects_vw/milestone_reason_for_delay,custom.PowerBI.v3.DatasetToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw/milestone_reason_for_delay,Simpfy_project_96010eb4/559834161b2ed9207434/Visual4_tableEx/simpfy_projects_vw_milestone_reason_for_delay,core.DirectionalDataFlow
Simpfy_project_96010eb4/simpfy_projects_vw,Simpfy_project_96010eb4/simpfy_projects_vw/milestone_reason_for_delay,core.DataSetToDataElementParentship
Simpfy_project_96010eb4/simpfy_projects_vw/milestone_reason_for_delay,Simpfy_project_96010eb4/ds_simpfy_projects_vw/milestone_reason_for_delay,core.DirectionalDataFlow
Simpfy_project_96010eb4/559834161b2ed9207434/Visual4_tableEx,Simpfy_project_96010eb4/559834161b2ed9207434/Visual4_tableEx/simpfy_projects_vw_End_date,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw,Simpfy_project_96010eb4/ds_simpfy_projects_vw/End_date,custom.PowerBI.v3.DatasetToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw/End_date,Simpfy_project_96010eb4/559834161b2ed9207434/Visual4_tableEx/simpfy_projects_vw_End_date,core.DirectionalDataFlow
Simpfy_project_96010eb4/simpfy_projects_vw,Simpfy_project_96010eb4/simpfy_projects_vw/End_date,core.DataSetToDataElementParentship
Simpfy_project_96010eb4/simpfy_projects_vw/End_date,Simpfy_project_96010eb4/ds_simpfy_projects_vw/End_date,core.DirectionalDataFlow
Simpfy_project_96010eb4/559834161b2ed9207434/Visual4_tableEx,Simpfy_project_96010eb4/559834161b2ed9207434/Visual4_tableEx/simpfy_projects_vw_Start_date,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw,Simpfy_project_96010eb4/ds_simpfy_projects_vw/Start_date,custom.PowerBI.v3.DatasetToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw/Start_date,Simpfy_project_96010eb4/559834161b2ed9207434/Visual4_tableEx/simpfy_projects_vw_Start_date,core.DirectionalDataFlow
Simpfy_project_96010eb4/simpfy_projects_vw,Simpfy_project_96010eb4/simpfy_projects_vw/Start_date,core.DataSetToDataElementParentship
Simpfy_project_96010eb4/simpfy_projects_vw/Start_date,Simpfy_project_96010eb4/ds_simpfy_projects_vw/Start_date,core.DirectionalDataFlow
Simpfy_project_96010eb4/559834161b2ed9207434/Visual4_tableEx,Simpfy_project_96010eb4/559834161b2ed9207434/Visual4_tableEx/LastMilestonesTable_LastMilestoneStatus,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_LastMilestonesTable,Simpfy_project_96010eb4/559834161b2ed9207434/Visual4_tableEx,core.DataSetDataFlow
Simpfy_project_96010eb4/ds_LastMilestonesTable/LastMilestoneStatus,Simpfy_project_96010eb4/559834161b2ed9207434/Visual4_tableEx/LastMilestonesTable_LastMilestoneStatus,core.DirectionalDataFlow
Simpfy_project_96010eb4/559834161b2ed9207434/Visual4_tableEx,Simpfy_project_96010eb4/559834161b2ed9207434/Visual4_tableEx/simpfy_projects_vw_segment_initiative_name,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw/segment_initiative_name,Simpfy_project_96010eb4/559834161b2ed9207434/Visual4_tableEx/simpfy_projects_vw_segment_initiative_name,core.DirectionalDataFlow
Simpfy_project_96010eb4/559834161b2ed9207434/Visual4_tableEx,Simpfy_project_96010eb4/559834161b2ed9207434/Visual4_tableEx/simpfy_projects_vw_business_unit_name,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw/business_unit_name,Simpfy_project_96010eb4/559834161b2ed9207434/Visual4_tableEx/simpfy_projects_vw_business_unit_name,core.DirectionalDataFlow
Simpfy_project_96010eb4/559834161b2ed9207434/Visual4_tableEx,Simpfy_project_96010eb4/559834161b2ed9207434/Visual4_tableEx/simpfy_projects_vw_corp_initiative_name,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw/corp_initiative_name,Simpfy_project_96010eb4/559834161b2ed9207434/Visual4_tableEx/simpfy_projects_vw_corp_initiative_name,core.DirectionalDataFlow
Simpfy_project_96010eb4/559834161b2ed9207434/Visual4_tableEx,Simpfy_project_96010eb4/559834161b2ed9207434/Visual4_tableEx/simpfy_projects_vw_milestone_impact,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw,Simpfy_project_96010eb4/ds_simpfy_projects_vw/milestone_impact,custom.PowerBI.v3.DatasetToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw/milestone_impact,Simpfy_project_96010eb4/559834161b2ed9207434/Visual4_tableEx/simpfy_projects_vw_milestone_impact,core.DirectionalDataFlow
Simpfy_project_96010eb4/simpfy_projects_vw,Simpfy_project_96010eb4/simpfy_projects_vw/milestone_impact,core.DataSetToDataElementParentship
Simpfy_project_96010eb4/simpfy_projects_vw/milestone_impact,Simpfy_project_96010eb4/ds_simpfy_projects_vw/milestone_impact,core.DirectionalDataFlow
Simpfy_project_96010eb4/559834161b2ed9207434,Simpfy_project_96010eb4/559834161b2ed9207434/Visual5_slicer,custom.PowerBI.v3.SectionToVisual
Simpfy_project_96010eb4/559834161b2ed9207434/Visual5_slicer,Simpfy_project_96010eb4/559834161b2ed9207434/Visual5_slicer/simpfy_projects_vw_project_name,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw,Simpfy_project_96010eb4/559834161b2ed9207434/Visual5_slicer,core.DataSetDataFlow
Simpfy_project_96010eb4/ds_simpfy_projects_vw/project_name,Simpfy_project_96010eb4/559834161b2ed9207434/Visual5_slicer/simpfy_projects_vw_project_name,core.DirectionalDataFlow
Simpfy_project_96010eb4/559834161b2ed9207434,Simpfy_project_96010eb4/559834161b2ed9207434/Visual6_slicer,custom.PowerBI.v3.SectionToVisual
Simpfy_project_96010eb4/559834161b2ed9207434/Visual6_slicer,Simpfy_project_96010eb4/559834161b2ed9207434/Visual6_slicer/simpfy_projects_vw_start_year,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw,Simpfy_project_96010eb4/559834161b2ed9207434/Visual6_slicer,core.DataSetDataFlow
Simpfy_project_96010eb4/ds_simpfy_projects_vw/start_year,Simpfy_project_96010eb4/559834161b2ed9207434/Visual6_slicer/simpfy_projects_vw_start_year,core.DirectionalDataFlow
Simpfy_project_96010eb4/559834161b2ed9207434,Simpfy_project_96010eb4/559834161b2ed9207434/Visual7_tableEx,custom.PowerBI.v3.SectionToVisual
Simpfy_project_96010eb4/559834161b2ed9207434/Visual7_tableEx,Simpfy_project_96010eb4/559834161b2ed9207434/Visual7_tableEx/simpfy_projects_vw_Milestone_count_on_track,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw,Simpfy_project_96010eb4/559834161b2ed9207434/Visual7_tableEx,core.DataSetDataFlow
Simpfy_project_96010eb4/ds_simpfy_projects_vw,Simpfy_project_96010eb4/ds_simpfy_projects_vw/Milestone_count_on_track,custom.PowerBI.v3.DatasetToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw/Milestone_count_on_track,Simpfy_project_96010eb4/559834161b2ed9207434/Visual7_tableEx/simpfy_projects_vw_Milestone_count_on_track,core.DirectionalDataFlow
Simpfy_project_96010eb4/simpfy_projects_vw,Simpfy_project_96010eb4/simpfy_projects_vw/Milestone_count_on_track,core.DataSetToDataElementParentship
Simpfy_project_96010eb4/simpfy_projects_vw/Milestone_count_on_track,Simpfy_project_96010eb4/ds_simpfy_projects_vw/Milestone_count_on_track,core.DirectionalDataFlow
Simpfy_project_96010eb4/559834161b2ed9207434,Simpfy_project_96010eb4/559834161b2ed9207434/Visual8_slicer,custom.PowerBI.v3.SectionToVisual
Simpfy_project_96010eb4/559834161b2ed9207434/Visual8_slicer,Simpfy_project_96010eb4/559834161b2ed9207434/Visual8_slicer/simpfy_projects_vw_segment_initiative_name,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw,Simpfy_project_96010eb4/559834161b2ed9207434/Visual8_slicer,core.DataSetDataFlow
Simpfy_project_96010eb4/ds_simpfy_projects_vw/segment_initiative_name,Simpfy_project_96010eb4/559834161b2ed9207434/Visual8_slicer/simpfy_projects_vw_segment_initiative_name,core.DirectionalDataFlow
Simpfy_project_96010eb4/559834161b2ed9207434,Simpfy_project_96010eb4/559834161b2ed9207434/Visual9_card,custom.PowerBI.v3.SectionToVisual
Simpfy_project_96010eb4/559834161b2ed9207434/Visual9_card,Simpfy_project_96010eb4/559834161b2ed9207434/Visual9_card/Min_simpfy_projects_vw_project_name,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw,Simpfy_project_96010eb4/559834161b2ed9207434/Visual9_card,core.DataSetDataFlow
Simpfy_project_96010eb4/ds_simpfy_projects_vw/project_name,Simpfy_project_96010eb4/559834161b2ed9207434/Visual9_card/Min_simpfy_projects_vw_project_name,core.DirectionalDataFlow
Simpfy_project_96010eb4/559834161b2ed9207434,Simpfy_project_96010eb4/559834161b2ed9207434/Visual10_card,custom.PowerBI.v3.SectionToVisual
Simpfy_project_96010eb4/559834161b2ed9207434/Visual10_card,Simpfy_project_96010eb4/559834161b2ed9207434/Visual10_card/CountNonNull_simpfy_projects_vw_milestone_id,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw,Simpfy_project_96010eb4/559834161b2ed9207434/Visual10_card,core.DataSetDataFlow
Simpfy_project_96010eb4/ds_simpfy_projects_vw,Simpfy_project_96010eb4/ds_simpfy_projects_vw/milestone_id,custom.PowerBI.v3.DatasetToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw/milestone_id,Simpfy_project_96010eb4/559834161b2ed9207434/Visual10_card/CountNonNull_simpfy_projects_vw_milestone_id,core.DirectionalDataFlow
Simpfy_project_96010eb4/simpfy_projects_vw,Simpfy_project_96010eb4/simpfy_projects_vw/milestone_id,core.DataSetToDataElementParentship
Simpfy_project_96010eb4/simpfy_projects_vw/milestone_id,Simpfy_project_96010eb4/ds_simpfy_projects_vw/milestone_id,core.DirectionalDataFlow
Simpfy_project_96010eb4/559834161b2ed9207434,Simpfy_project_96010eb4/559834161b2ed9207434/Visual11_slicer,custom.PowerBI.v3.SectionToVisual
Simpfy_project_96010eb4/559834161b2ed9207434/Visual11_slicer,Simpfy_project_96010eb4/559834161b2ed9207434/Visual11_slicer/simpfy_projects_vw_Milestone_target_date,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw,Simpfy_project_96010eb4/559834161b2ed9207434/Visual11_slicer,core.DataSetDataFlow
Simpfy_project_96010eb4/ds_simpfy_projects_vw,Simpfy_project_96010eb4/ds_simpfy_projects_vw/Milestone_target_date,custom.PowerBI.v3.DatasetToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw/Milestone_target_date,Simpfy_project_96010eb4/559834161b2ed9207434/Visual11_slicer/simpfy_projects_vw_Milestone_target_date,core.DirectionalDataFlow
Simpfy_project_96010eb4/simpfy_projects_vw,Simpfy_project_96010eb4/simpfy_projects_vw/Milestone_target_date,core.DataSetToDataElementParentship
Simpfy_project_96010eb4/simpfy_projects_vw/Milestone_target_date,Simpfy_project_96010eb4/ds_simpfy_projects_vw/Milestone_target_date,core.DirectionalDataFlow
Simpfy_project_96010eb4/559834161b2ed9207434,Simpfy_project_96010eb4/559834161b2ed9207434/Visual12_slicer,custom.PowerBI.v3.SectionToVisual
Simpfy_project_96010eb4/559834161b2ed9207434/Visual12_slicer,Simpfy_project_96010eb4/559834161b2ed9207434/Visual12_slicer/simpfy_projects_vw_project_name,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw,Simpfy_project_96010eb4/559834161b2ed9207434/Visual12_slicer,core.DataSetDataFlow
Simpfy_project_96010eb4/ds_simpfy_projects_vw/project_name,Simpfy_project_96010eb4/559834161b2ed9207434/Visual12_slicer/simpfy_projects_vw_project_name,core.DirectionalDataFlow
Simpfy_project_96010eb4/559834161b2ed9207434,Simpfy_project_96010eb4/559834161b2ed9207434/Visual13_tableEx,custom.PowerBI.v3.SectionToVisual
Simpfy_project_96010eb4/559834161b2ed9207434/Visual13_tableEx,Simpfy_project_96010eb4/559834161b2ed9207434/Visual13_tableEx/simpfy_projects_vw_Milestone_count_delayed,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw,Simpfy_project_96010eb4/559834161b2ed9207434/Visual13_tableEx,core.DataSetDataFlow
Simpfy_project_96010eb4/ds_simpfy_projects_vw,Simpfy_project_96010eb4/ds_simpfy_projects_vw/Milestone_count_delayed,custom.PowerBI.v3.DatasetToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw/Milestone_count_delayed,Simpfy_project_96010eb4/559834161b2ed9207434/Visual13_tableEx/simpfy_projects_vw_Milestone_count_delayed,core.DirectionalDataFlow
Simpfy_project_96010eb4/simpfy_projects_vw,Simpfy_project_96010eb4/simpfy_projects_vw/Milestone_count_delayed,core.DataSetToDataElementParentship
Simpfy_project_96010eb4/simpfy_projects_vw/Milestone_count_delayed,Simpfy_project_96010eb4/ds_simpfy_projects_vw/Milestone_count_delayed,core.DirectionalDataFlow
Simpfy_project_96010eb4/559834161b2ed9207434,Simpfy_project_96010eb4/559834161b2ed9207434/Visual14_tableEx,custom.PowerBI.v3.SectionToVisual
Simpfy_project_96010eb4/559834161b2ed9207434/Visual14_tableEx,Simpfy_project_96010eb4/559834161b2ed9207434/Visual14_tableEx/simpfy_projects_vw_Milestone_count_on_track,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw,Simpfy_project_96010eb4/559834161b2ed9207434/Visual14_tableEx,core.DataSetDataFlow
Simpfy_project_96010eb4/ds_simpfy_projects_vw/Milestone_count_on_track,Simpfy_project_96010eb4/559834161b2ed9207434/Visual14_tableEx/simpfy_projects_vw_Milestone_count_on_track,core.DirectionalDataFlow
Simpfy_project_96010eb4/559834161b2ed9207434,Simpfy_project_96010eb4/559834161b2ed9207434/Visual15_tableEx,custom.PowerBI.v3.SectionToVisual
Simpfy_project_96010eb4/559834161b2ed9207434/Visual15_tableEx,Simpfy_project_96010eb4/559834161b2ed9207434/Visual15_tableEx/simpfy_projects_vw_Milestone_count_delayed,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw,Simpfy_project_96010eb4/559834161b2ed9207434/Visual15_tableEx,core.DataSetDataFlow
Simpfy_project_96010eb4/ds_simpfy_projects_vw/Milestone_count_delayed,Simpfy_project_96010eb4/559834161b2ed9207434/Visual15_tableEx/simpfy_projects_vw_Milestone_count_delayed,core.DirectionalDataFlow
Simpfy_project_96010eb4/559834161b2ed9207434,Simpfy_project_96010eb4/559834161b2ed9207434/Visual16_tableEx,custom.PowerBI.v3.SectionToVisual
Simpfy_project_96010eb4/559834161b2ed9207434/Visual16_tableEx,Simpfy_project_96010eb4/559834161b2ed9207434/Visual16_tableEx/simpfy_projects_vw_Milestone_count_on_track,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw,Simpfy_project_96010eb4/559834161b2ed9207434/Visual16_tableEx,core.DataSetDataFlow
Simpfy_project_96010eb4/ds_simpfy_projects_vw/Milestone_count_on_track,Simpfy_project_96010eb4/559834161b2ed9207434/Visual16_tableEx/simpfy_projects_vw_Milestone_count_on_track,core.DirectionalDataFlow
Simpfy_project_96010eb4/559834161b2ed9207434,Simpfy_project_96010eb4/559834161b2ed9207434/Visual17_tableEx,custom.PowerBI.v3.SectionToVisual
Simpfy_project_96010eb4/559834161b2ed9207434/Visual17_tableEx,Simpfy_project_96010eb4/559834161b2ed9207434/Visual17_tableEx/simpfy_projects_vw_Milestone_count_delayed,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw,Simpfy_project_96010eb4/559834161b2ed9207434/Visual17_tableEx,core.DataSetDataFlow
Simpfy_project_96010eb4/ds_simpfy_projects_vw/Milestone_count_delayed,Simpfy_project_96010eb4/559834161b2ed9207434/Visual17_tableEx/simpfy_projects_vw_Milestone_count_delayed,core.DirectionalDataFlow
Simpfy_project_96010eb4/559834161b2ed9207434,Simpfy_project_96010eb4/559834161b2ed9207434/Visual18_tableEx,custom.PowerBI.v3.SectionToVisual
Simpfy_project_96010eb4/559834161b2ed9207434/Visual18_tableEx,Simpfy_project_96010eb4/559834161b2ed9207434/Visual18_tableEx/simpfy_projects_vw_Milestone_count_finished_on_time,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw,Simpfy_project_96010eb4/559834161b2ed9207434/Visual18_tableEx,core.DataSetDataFlow
Simpfy_project_96010eb4/ds_simpfy_projects_vw,Simpfy_project_96010eb4/ds_simpfy_projects_vw/Milestone_count_finished_on_time,custom.PowerBI.v3.DatasetToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw/Milestone_count_finished_on_time,Simpfy_project_96010eb4/559834161b2ed9207434/Visual18_tableEx/simpfy_projects_vw_Milestone_count_finished_on_time,core.DirectionalDataFlow
Simpfy_project_96010eb4/simpfy_projects_vw,Simpfy_project_96010eb4/simpfy_projects_vw/Milestone_count_finished_on_time,core.DataSetToDataElementParentship
Simpfy_project_96010eb4/simpfy_projects_vw/Milestone_count_finished_on_time,Simpfy_project_96010eb4/ds_simpfy_projects_vw/Milestone_count_finished_on_time,core.DirectionalDataFlow
Simpfy_project_96010eb4/559834161b2ed9207434,Simpfy_project_96010eb4/559834161b2ed9207434/Visual19_tableEx,custom.PowerBI.v3.SectionToVisual
Simpfy_project_96010eb4/559834161b2ed9207434/Visual19_tableEx,Simpfy_project_96010eb4/559834161b2ed9207434/Visual19_tableEx/simpfy_projects_vw_Milestone_count_finished_on_time,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw,Simpfy_project_96010eb4/559834161b2ed9207434/Visual19_tableEx,core.DataSetDataFlow
Simpfy_project_96010eb4/ds_simpfy_projects_vw/Milestone_count_finished_on_time,Simpfy_project_96010eb4/559834161b2ed9207434/Visual19_tableEx/simpfy_projects_vw_Milestone_count_finished_on_time,core.DirectionalDataFlow
Simpfy_project_96010eb4/559834161b2ed9207434,Simpfy_project_96010eb4/559834161b2ed9207434/Visual20_tableEx,custom.PowerBI.v3.SectionToVisual
Simpfy_project_96010eb4/559834161b2ed9207434/Visual20_tableEx,Simpfy_project_96010eb4/559834161b2ed9207434/Visual20_tableEx/simpfy_projects_vw_Milestone_count_on_track,custom.PowerBI.v3.VisualToField
Simpfy_project_96010eb4/ds_simpfy_projects_vw,Simpfy_project_96010eb4/559834161b2ed9207434/Visual20_tableEx,core.DataSetDataFlow
Simpfy_project_96010eb4/ds_simpfy_projects_vw/Milestone_count_on_track,Simpfy_project_96010eb4/559834161b2ed9207434/Visual20_tableEx/simpfy_projects_vw_Milestone_count_on_track,core.DirectionalDataFlow
